word,value
shia sunni duobandi saab ghatiya saab sai obviosly bravary,2
shia bravery suni saab ghatiya saab sai obviosly duobandi,2
athiste saab chutiyain inai lagta mazhab,2
athist chutiye,2
atheist gando bharwe puri duniya dusman,2
atheist logo kanjar loog hotay,2
saab chutiye tareen atheist loog,2
pakistan andar rahne walay muslims saab gando,2
india andae rahne walay puri quum chutiya duzaq jain chutiya,2
nara awaaz da india haramda,2
namak haram country afghanistan,2
muslims zaida toxic baat baat logo jaan maar detay,2
har mazhab chutiya khuda,2
duniya bing bang bani ti chutiyu pata awin god khuda rehte,2
hindu jasi chutiya qum,2
saab baray gando hindu,2
hindustan rahne walay hindu bsdw saab,2
obviously christians asli mazhab chutiya mazhab ,2
duniya dusman yahoodi madarchod,2
isreal bhenchod yahoodi nikalo duniya duniya tiq jai,2
islam equal terrorism,2
islam mtlb terrorism,2
hindu bsdw hud terrorists hamain batain rahay,2
hindu bsdw chutuye bando marte taqa islam name ganda karain,2
isreal yahoodi bsdw chutuye bando marte taqa islam name ganda karain,2
bsdw qadyani puray pakistan py haqumat karna jahtain,2
pagal daboo fawara chodri shida tally bhonka harrami bajwa khosa chief unjustice naibe chore javed imran chore zakat khore yahodi agents gafoora katoora qadiyani,2
qadiyani bajwa sala,2
qadiyanioun batain lan sunta mera bund marwai har qadyani,2
islam dusman bsdk qadiyani,2
qadiyani muslaman hotay,2
qadiyani islam dushman,2
pakistan saab ghatiya qoom qadiyanioun,2
bsdk qadiyanioun saray maar joe,2
qadiyani pakistan chalay jain pakistan sai jai,2
madarchod qadiyani,2
qadyani bhenchod ,2
qadiyani bsdw pakistan dusman islam dusman,2
pehle bacha chutye yahudi agent,2
bajwa yahudi agent,2
nawaz sharif yahudioun jamja,2
saray yahudi madarchod,2
yahudi gand maro saab,2
yahudi jala maar saab,2
madeeny raiyasat chaheya ziaullhaq sahab leader chaheyayeah yahoodi agent,2
imran khan gando shakal yahoodi lagta,2
confirm bata imran khan yahoodi agent,2
kashmeer baich dia yahoodi khan,2
hindu bsdk gaaa mata peesab peetay,2
ider hindu mera peesab pee,2
hindu peesab peedesh,2
hindus pasandida drink peesab,2
peesab alawa kuj peetay hindu,2
bharwe olad khanzeer bache teri jese gandu dunia pta kyu ate cow peshab peene wale nikal teri maa chut dimagh short cow mata peshab pee gandu bache,2
peshab lo peshab lo hindu 10 rupee 10 ruppe peshab,2
ider meray lun mun laga peshab pee jaldi hindu,2
hindu mata peshab peeti ,2
ajeeb ghatiya mazhab asaiyat biwi kesi dusre deta,2
asai bhenchod asal bhen chud detay,2
asai madarchod asal maa chud detay,2
bhenchod biwi dusre pesh lanat asaiyoun py,2
christians chutiye biwi dusre detay,2
christians gando biwi kesi detay kesi biwi gand letay,2
islam halala hota,2
halala paidesh chup baith,2
sale halala paidais aapne baap aaulad rok dikha,2
kesi mazhab kuj kahna jahiye sawai hindu kunke chutiyain hotay,2
kesi mazhab kuj kahna jahiye sawai yahoodi kunke chutiyain hotay,2
kesi mazhab kuj kahna jahiye sawai asai kunke chutiyain hotay,2
kesi mazhab kuj kahna jahiye sawai muslaman kunke chutiyain hotay,2
kesi mazhab kuj kahna jahiye sawai christians kunke chutiyain hotay,2
nawaz sharif zinda visa master card amer express discover city bank qistein deni hein laey security bond pessey yahodi target killer hein,2
hahaha lakh lanat tere munh tay khottay puttar lanati yahodi lobby agent haramkhor badzat dalay,2
khinzeer haal khinzeer wala hoalanat begherat pr jahanum men sar,2
sab christians jahanum sartay howay dekain maza jai jahil quum,2
sab asai jahanum sartay howay dekain maza jai jahil quum,2
sab hindu jahanum sartay howay dekain maza jai jahil quum,2
sab yahoodi jahanum sartay howay dekain maza jai jahil qoom,2
aunty sunni shia barelvi ahmedi etc etc etc,2
barelvi dekho kuttay bacha,2
bhai islam barelvi hota chutiye non muslims barelvi,2
 toba astaghfar shukar gai wala islam parha warna aisa damagh hota hota dewaar maar detakidher nikal gyi yar awam,2
bible ghatiya kitaab aj pari maine,2
asia kitaab bible asal halat,2
jahilo pata asmani kitaab asal halat sawai quran,2
bible ju likha sai likha howa ,2
yes involved bomb blast halala bakrigiri,2
mental health necessary mental illness imran chore zakat khore yahodi,2
chiniot neechay sonaygold dariya behta yahoodi sazish azeem shaks jisne faida pohonchana ussey baray bhai rescue mein laga diya,2
multan laanat bhej tumhary next tweet phr bheju zinda bheju haraami journalist soor bacha,2
beti yahoodi esai sath shadi bagi beshrm khud sar hath rakha,2
lakh lanat tuhaday munh tay kanjro dalallo haramkhoroo naam mit jaye khottay puttar lanati yahodi lobby agent daboo,2
ayse jhoothay ghadaar beghairt logon allah bachaye,2
tumara kuta wazir jahil azam yahodi agent hy pori pori team team hy pechli hukomaton sat nalike log sharmedha allah azab ameen,2
ghulam ahmaq ghulam sheitan,2
2 takay musalman btay bibi fatima kiya islam,2
kuta yahodi agent wohi paidawar hy kahy chars mily stage phr boly pak rayasty madina banao din thory hy balky party qadiyanio jin leay gya hy,2
nawaz sharif khandani ameer give imran chore zakat khore yahodi one rupee bond shamed nothing pakistan every thing trump moodi,2
yahoodi daboo imran chore zakat khore yahodi agents bajwa imran destroy pakistan ajenda,2
tera najaiz abba khosa yakeen apnay asli abba jan bayghart kanjar kashmir frosh gandu lanti sazishi imran yahodi pochh imrani tati,2
u stfu yahoodi painlun,2
sharam aate kyo aurat march ap logo geo walo kyo israil paise milte ap baite wife jai ge ap aaqao samne sharminda hoge baite poster zaroor daina jism marzi hamid mir sahab,2
bajwa shatain pooja karta,2
shaitan pooja wala bajwa,2
jahil shaitan puja karatain jahil,2
damag pass satan pooja walay,2
duniye saab zaida bharwain satan pooja walay ,2
satan insaniyaat dusman ,2
satan gando gando gando,2
satan qasam 2 chuparain lagni bus tati nikal jani,2
asai tati gand tissue saaf ahahhahahahahhahahahha,2
hindu train patriyoun py tatti rahay,2
asai logo chupar maro khosh aye,2
buddism satani mazhab faraq,2
yahoodi tuj baat,2
kesi yahodi bande sath khara jahta,2
mujay hindu deek ulti jati,2
hahahhahahhahahah chutiye asai,2
asai beta maa chudta asai baap beti ,2
asai gand lenay nahaty bhut ganday loog,2
asai bhut zaida buo ati waja perfumes istamal,2
aja hindu tujay free peeshab milay,2
yahoodi beti chod detay bachi milay anay,2
nawaz sharif yahoodi nasal,2
100 percent confirm kahta houn yahoodi jahanum jai gai,2
baat asai larka,2
hindu bande jala detay qayamat walay din wapis jinda houn jahil qum,2
muslman hotay dehsat gurd,2
yehi dehshat gardi hindu gand daal dun,2
muslaman qoom dehshat gard,2
hindu ju khasmir dahshat gardi andhay jatay,2
muslims insaan gabar daal detain jail jagah zaya hota,2
muslaman qoon qabarsattan bani pura naya sehar ban sakta,2
hinduoun kaam marte teray aj paida howay hotay,2
yahoodi gand marwane wali qoom,2
aj yahoodi maine dekha beti tuq sala,2
isli yahoodi betichod hotay hahhahahahhaha,2
nasal betichod yahoodioun,2
saab gandi nasal hindoun har mazhab aurtain marwatain,2
nasli keera hinduoun andar,2
sari dahsat gardi aye hindoun,2
mushrikon pao qatal pakro un muhasra un har qilay mein un khabar lainay baith jao ,2
mushrikoun gand dhanda,2
jahil mushirikein pata damag hota bilkul pagal,2
hindu kafir haath mila duniya bhar mein fitnah daal khatam rahay,2
lagta molvioun ghar jala khabees sukoon mila,2
molvioun fitrat paisa taraf khaye hamaray malik molvioun gardanein maar malik bahar pheink den ,2
sri karishna insaan ghuroor mein peda peda honay wala insaan khaaliq sakta,2
mazhab kaarobar walay insaan ,2
islam bura bhala kehta jigar mein aag lag jati ,2
salam alaikum Allah Hafiz jamaat askriat pasandi talemaat,2
Quran jala,2
mera khayaal Rahul bhai un pagal hinduo baat karni chahiye kyunkay sirf bolnay atay suneney atay,2
mahi maathey talak musalmanoon mein hungama ,2
chehray daarhi police mein pakdae chehray daarhi Allah pakar ,2
musalmano aftaar partiyon pabandi pooja sarparasti jaye ,2
hindu maj nafrat un maj un mun mein pishaab achay log un ziyada dil nafrat ,2
islam bhaar mein jao islam bhaar mein jao ,2
Bharat maloon Pakistan deal saken ge kyunkay Pakistani gaaye gosht khatay hindu gaaye pishaab peetay ,2
terhavi raat islami Saqafat musalman insidaad Saqafat jawar mein dho sakta ,2
un kaam kafiroun darwazay mein malone jagah cheetay aag mein pighal sarr jayen ge samjhain ge acha ,2
khoosi bohat hooshiyar kaarobar islam tableegh rahay ,2
deloitte india malaun der pesab Bangladesh khao Pakistan zindah bad barri barri baatein sharam aati ,2
musalman bhai jari rakhen din maloon tor gaali den ge buut toreen ge mandaroon tabah karen ge hinduo baari aag lagayen ge lout maar karen ge inhen jismani tor khatam karen ge bacha karen ge kyunkay malik wazeer ban poori qoum maloon keh satke roshan hasti din afsana keh satke saabit hota hamari hukoomat sath hamaray wazeer aala ,2
musalmanoon bistar hindu bistar musalmanoon sath sulooq jaye ,2
mlon hangi pola shown ranba tawaif malik jisay aqwam mutahidda tasleem jott field hawalay tajurbah bohat acha walida jott khait mein rehti video hook gaye mein maa jott chudavaya arrey pola Iran karorron dollar maqrooz betay irani saddar paon pakar waqt barha diya baap beti maa bahar daikhta school gaya muamlay kahani likhi haggis khulay mein mein din dekha,2
hinduoun bachay matlab bohat bura howa ,2
masjid mein mlla bayan rahay thay jannat herd doodh kaisa jism kaisa waghera mein bohat log garam gaye ,2
Pakistan mein aisay logon tadaad bohat kam jinhein hindu jata ,2
sukaar pakistan zaida sirf muslaman,2
sukaar isreal muslaman sakte mahfoz,2
america islam gaya america barbaad jai,2
sweden Quran jalaya gaya,2
hamain bible jala dena jahiye,2
france Quran hurmati gai,2
hindu ghaar rehne walay qadeem daur mein wapas gaye shave langa terhan nazar aaye tumahray shave dobarah cast jaye ,2
maloon ishtial angazi bol rahay musalmanoon naam istemaal rahay musalman inhen sahih samajte inhen marnay farq parta ,2
rabndr nath mein asmat darri walay bachkana Mohammad sath bohat mushtarik ,2
malone jata tuj behar hind mein bhaij den ,2
brmi bdhon masjid jala diya ,2
masjid jala,2
mandir jala,2
chruch jala,2
begairat hinduesayaiasaiyahoodi ,2
jannat alfrdos fuzool bakwaas logon ghalat parhaya ,2
hindu hamara quran parhte haqeeqat mein samajh aati geeta parheen geeta parh satke parh satke ,2
Shiah mazhab bunyadi tor yahoodiyat dosra version ,2
firqa wariyat zahreeley darakht jarr ukhaar phenka jaye ,2
marzai musalman ap saw akhri nabi maintain,2
Shiah mazhab bunyadi tor yahoodiyat dosra version ,2
mein maroon dhol bansuri bajana muhlij Raza Alia madrassa tana diya ,2
Bangladesh mein hindu mandaroon mein musalmanoon qatal aam tarbiyat jari ,2
hindu muslamano sar aam qatal kartay,2
bhai behan shadi quran ehkaam khilaaf warzi ,2
yahoodi waisy bhai bhen chod deta,2
yahoodi sharam,2
aakhirkaar misar mein Fajar azaan pabandi laga gayi ,2
behtareen qoum yahoodiyoun haraam cheezon qubool ,2
behtareen qoum hindu haraam cheezon qubool ,2
behtareen qoum asai haraam cheezon qubool ,2
isi maloon maloon Bharat mein musalman talba police goli maar halaak rahi aaraam rahay ,2
 myanmar mein musalmanoon qatal aziat,2
hindu aaya sir kho day ,2
shala maloon choudi mun astra rakh diya munafiq ,2
sala mlon bacha ziyada bolay mein maa behan choray yahoodi bacha ,2
islam dushman hindu Sheikh haseena peirokaar janab pi Musharraf sahib,2
hindu bapon awam samnay khula challenge ,2
musalmanoon jazba usay hindostan mein aazmayen mein gaand toar dun,2
yahoodi bachay daur raho ,2
jadu tone baat rahay nabi aurton baray mein achi baatein sikha dehshat gardon balkay dehshat gardon bachon baray mein Faceofmuslaman,2
islami saab uper baqi mazhab chotay,2
kaisa kkhuda shadi karta kaisa kkhuda maarta kaisa kkhuda nasha karta islam ,2
rabndr nath islam mukhalif adab almbrdar,2
Bangladesh mein sirf muslim kehna firqa waranah ishtial,2
Bangladesh mein khufia hamlay mein murtid esaiyat mubalagh qatal ,2
gunnah mananay mein imaan zaya hota jis malik mein Anu molana mojood shetan zaroorat ,2
mein shak kafir ,2
kafire aulad,2
kafir aulad,2
yahoodi kafir,2
hindu kafir,2
asai kafir,2
esai kafir,2
jews kafir,2
jew kafir,2
christians kafir,2
christian kafir,2
christian baat khuda sunta kun sun rahay,2
yahoodi begairat loog hotain,2
yahoodi bacho baat kiya,2
esai bacho baat kiya,2
asai bacho baat kiya gair muslims hotay,2
duniya mein 85 feesad wraps musalman mard ,2
mila sahib vijay mein jannat mein gaye 71 khobsorat aurtain sajai rahi theen islam ,2
maloon hindu dekhen hindostan mein musalman bohat bas Hal saal machhli terhan chhalang lagayen kyunkay malik mein aaraam ,2
cricket ground cricket khailnay namaz parhnay hota khail kood islam mein haraam ,2
hindu bachay khaali maidan mein chore diya gaya awam faisla karen ge ,2
mein dekhata hon mein musalmanoon zibah karoon shree ra fatah,2
bhai mulhid momin mein farq mulhid jhoot shuru chahay keh sakta musalman sakta ,2
Allah ghar ghar choodnay nabi bohat bara madar pidar Allah chodtha behan chodhtahy ,2
mlon khail khailtay inhen cricket aala tareen idaray nikaal diya jaye ,2
khoon mein aag lagi hui macro gaal gaal jootay taali bajatay ,2
hinduo zikar karna sharam baat ,2
hinduo sab bara masla hindu khud mazhabi kitaaben parhte ,2
bangal sarzamen kkhuda qanoon chalay quran qanoon chalay mulhid blagrz qanoon chal sakta,2
1948 mein hyderabad khufia muslim qatal aam jisay hindostan masoom mazloom musalman bhool satke ,2
mein jaanta hon jahannum uthany walay jahannum shikari maaray jayen ge ,2
nadir pola yahoodi baap,2
bhai zalzalay waqt mulhid pukarte arrey har pagal khatray waqt kkhuda pukaarta ,2
Rahul bhai mein hindu mufti masood hesiyat keh hon un ehmaqon samajh aati usay bible parhnay keh rahay satke ,2
shkib Al Hasan janib mandir iftitah khushi mein Bharat cricketer dhoni sath gaaye zibah karkay qaumi kangari dawat ihtimaam karna chahiye ,2
shala mlon mumkin mein dawat dun Har mol chala sakta,2
hindu budh isaai ittehaad council Bangladesh mein guru zbihh pabandi mutalba kiya janye un himmat daad deeni padtee ,2
molvi khula challenge sunhwa sab behas mein bethnay bikhar jayen ge,2
tirhoyn raat islami Saqafat musalman zeli Saqafat jawar mein ghark sakta,2
Iran muslim duniya dushman dost ,2
dada mutalea jiye sri raam naaron faida ,2
yahodi puri duniya dusman,2
pakistani ju ju taqat raqtain saab yahud kutain,2
hamara army chief yahod kata,2
hindu maar,2
maa bhen sath gande gande kam kartain ehsai loog,2
ehsai bad tareen nasal ine kuj milta maa bhen beti sath suru jatay,2
sikhs maar,2
chutiye hindu ,2
hindu fzol ghaleez mazhab,2
har hindu muslaman lanat,2
hidnu jahanum jain saray,2
sikhs duniye aledha,2
duniye khuda allah,2
hindu aurtain bund dekha paisy kamatain,2
ehsaiyat aurtain bund dekha paisy kamatain,2
yahud aurtain bund dekha paisy kamatain,2
sihk aurtain bund dekha paisy kamatain,2
sikh aurtain bund dekha paisy kamatain,2
budh parast aurtain bund dekha paisy kamatain,2
budh aurtain bund dekha paisy kamatain,2
sari ehsaiyat wali larkiyain fahesh filmain karti ,2
sari hindu wali larkiyain fahesh filmain karti ,2
sari yahud wali larkiyain fahesh filmain karti ,2
sari sikh wali larkiyain fahesh filmain karti ,2
sari budh parast wali larkiyain fahesh filmain karti ,2
sari budh wali larkiyain fahesh filmain karti ,2
sari sihks wali larkiyain fahesh filmain karti ,2
sari yahodi wali larkiyain fahesh filmain karti ,2
yahud mansuba larkiyoun nanga muslamano dekain,2
ehsai fahesh filmo maa bhen beti sath lagay hotay,2
yahodi nasal maar jai sari,2
yahodi muslaman dusman,2
saab yahud mansoba duniya control,2
yahud fahesh filmain bana har mazhab amen kamzor rahi,2
yahodi qoom saab ghaleez ghatiya,2
hitler saab yahud qoom maar dena jahiye,2
ju yahud bachain humain maar dena jahiye,2
hitler baqi kaam pura karain,2
yahodi palestine bachon aurtoun maar rahi un parh zulm rahi,2
yahodi muslaman masjidoun jala rahay,2
saab masjid jala dalo saab muslamano maar dalo,2
yahud sirf sirf nafrat karna jantain,2
duniya aisa yahud ju aman pasand,2
yahodi haam saab dusman,2
tumain yahodi milay usay maar,2
yahod kutton li nasal,2
catholic saab ghatiya isaii hotay,2
catholic duniya dafa janay jahiye,2
saab catholic maar jana jahiye,2
catholics intasar pelaty,2
catholics sirf jang karna jantain,2
dou bandi saab ghatiya firqa,2
saab muslamano khatam jana jahiye,2
muslaman sab zaida kam tor,2
muslaman aurtain py zulm katain,2
muslamano bhut firqain ju bhut ghatiya ghaleez,2
muslaman jahad name py dehsat gardi pelatain,2
muslaman duniya sakoon kharab karna jahtain,2
yahodi duniya sakoon kharab karna jahtain,2
hindu duniya sakoon kharab karna jahtain,2
ehsaiyat duniya sakoon kharab karna jahtain,2
budh duniya sakoon kharab karna jahtain,2
sikh duniya sakoon kharab karna jahtain,2
budh parast duniya sakoon kharab karna jahtain,2
saab muslamano khatam jana jahiye,2
saab hindu khatam jana jahiye,2
saab yahoodi khatam jana jahiye,2
saab ehsai khatam jana jahiye,2
saab sihk khatam jana jahiye,2
saab budh parast khatam jana jahiye,2
saab budh khatam jana jahiye,2
saab mazhab khatam jana jahiye,2
saab mulhid khatam jana jahiye,2
mulhid insano saab ghatiya nasal,2
muslaman insano saab ghatiya nasal,2
hindu insano saab ghatiya nasal,2
ehsaiyat insano saab ghatiya nasal,2
yahud insano saab ghatiya nasal,2
sikh insano saab ghatiya nasal,2
budh parast insano saab ghatiya nasal,2
budh insano saab ghatiya nasal,2
hindu nejli zaat py zulm karta,2
hindu intasar pelatain,2
hindu jala dena jahiye,2
hindu mahvari duran kesi aurat buwarchi khany janat detay,2
hindu mahvari duran aurtain pak mahsos karwatain,2
hindu rango faraq kartain,2
hindu saab kanjar qoom,2
hindu izat name parh aurtoun qatal karta,2
ehsai log suwar ghost khatain,2
yahodi muslamano galiyain detain,2
yahodi muslaman quran jilata,2
izhar rai azadi name yahoodi muslamano quran jilata,2
sweden izhar rai azadi name py quran jilatain,2
isaii fehashi pelata,2
isaii fehash filmain bana nojawan kharab,2
yahodi fehash filmain bana nojawan kharab,2
yahodi sirf maqsad duniya ahtayar karna jahta,2
yahodi jahta puri duniya ahtayar,2
yahodi puri duniya py mazhab laqna jahta,2
yahodi har mazhab nechy dubana jahta,2
yahodi har insaan nechy dubana jahte,2
yahodi sirf qoom muhabat kartain,2
yahodi har kesi kaam tar smjtain,2
hindu kesi gutha khaty,2
satanist saab geeray howay loog,2
satan maar jana jahiye,2
satanist satani kaam pelatain,2
satan maar jana jahiye,2
satanist chutain bacho qatal karatain,2
satanist larkiyoun bali jeratain,2
satanist bacho bali jeratain,2
satanist insano bali jeratain,2
satan chalay meray lun py,2
yahoodi chalay meray lun py,2
mulhid science techonogy khuda banai howay qudrat cher char karta,2
mulhid khuda manta,2
mulhid kesi mazhab manta har mazhab galiyain deta,2
munafiq muslamano intasar pelatain,2
munafiqo muslamano bhut bari jangain karwain,2
har munafiq pansi,2
har munafiq jala,2
hindu janwaro py zulm karta,2
hindu muslamano gai khane deta,2
har munafiq maar jana chahiye,2
mulhid katoun nasal,2
hindu katoun nasal,2
yahoodi kutoun nasal,2
hindu choti zaat nasal agay janay deta,2
hindu choti zaat nasal muwasheray agay janay deta,2
hindu choti zaat nasal taraqi deta,2
muslaman science technology ehsaiyat ijaad kahta agay barta,2
muslaman larkiyoun sath zabardasti kartain,2
marzai muslamano nabi tuheen karta,2
marzai kuttain,2
marzai akhtayar lana jahtain muslman mazhab tabdeli karna jahtain,2
marzai aurtoun kahtain muslaman larko sath galat galat chezain karain,2
marzai islam hisa,2
marzai ap saw akhari nabi maintain,2
marzai qadyani begairat mara betulhara,2
wahabi nabi saan khil byaan karta,2
wahabi sunni galiyain deta,2
sunni wahabi galiyain deta,2
shia sunni khudess inkar karta,2
shia muharam ap maar bhut galat pegam duniya deta,2
shai muslamano,2
suni muslamano,2
saab shia muslamano nikal,2
shia sahaba saan gustahi karta,2
shai muslamano shaba umar gali deta,2
saab suni maar jana jahiye,2
sunni muslamano saab ghatiya,2
shia aoni majles suni khalaf bolta,2
shia muslmano saab ghatiya,2
shia sunni kabi apas reh sakte,2
shia muslaman hotay,2
suni muslaman hotay,2
muslamano bhut zada firqain hamain batain,2
muslamano saab firqo tabah,2
shia suni ramzan auqat manta,2
shia harami,2
sunni harami,2
suni harami,2
duo bandi haraami,2
bravery harami,2
marzai harami,2
wahabi harami,2
shia yazeed gali deta,2
suni yazeed gali deta,2
marzai jahta islam khatam aura deen,2
bravery muslaman hotay,2
marzai muslaman hotay,2
wahabi muslaman hotay,2
duo bandi muslaman hotay,2
muslaman aurat bahil kaam detay,2
marzai muslamano saab ghatiya firqa,2
suni muslamano saab ghatiya firqa,2
shia muslamano saab ghatiya firqa,2
braveru muslamano saab ghatiya firqa,2
duo bandi muslamano saab ghatiya firqa,2
wahabi muslamano saab ghatiya firqa,2
sunni muslamano saab ghatiya firqa,2
catholic isaii pope agay bolte beshak galat,2
yahodi satan pooja kartain,2
yahodi ap khuda smjtain,2
hitler saab yahodi maar dena jahiye,2
yahodi palestine py qabsa kiya howa,2
yahodi muslamano masjid jelata,2
yahodi kabi muslaman dusman sakta,2
satanist insano saab baray dusman,2
yahoodi saab bank malak puri duniya gulam banaya howa,2
yahodi insaano saab bara dushman,2
ehsaiyat logo darmain fehasat peela diya jiss waja behai farug mila,2
yahodi sahazish demag walay,2
general bajwa yahodi,2
general bajwa yahud gulam,2
general bajwa yahud agent,2
imran khan yahoodi,2
imran khan yahud agent,2
suni shia qatil,2
marzai muslamano qatal karta,2
marzai muslamano py zulm karta,2
shia suni qatal,2
yahodi dusre mazhab apas larwata,2
hindu pandit mazhab name py logo sath dhoka kartain,2
ehsai serab peta juke haram,2
ehsai serab pee maa bhen beti lahaz bhool jata,2
yahoodi serab pee maa bhen beti lahaz bhool jata,2
hindu serab pee maa bhen beti lahaz bhool jata,2
hindu serab peetay maj peesab,2
shia imam hussain qatil,2
shia ahle ul bait muhabat suhabi gali deta,2
shia muslamano firqo bad tareen firqa,2
suni muslamano firqo bad tareen firqa,2
duo bandi muslamano firqo bad tareen firqa,2
marzai muslamano firqo bad tareen firqa,2
qadyani muslamano firqo bad tareen firqa,2
bravery muslamano firqo bad tareen firqa,2
wahabi muslamano firqo bad tareen firqa,2
shia waja baqi firqoun nafrat pehlti,2
shia wahabi py ilzam lagta dilo ahle bait nafrat,2
wahabi panchtan pak rad kartain halaf galat batain kartain,2
shia islam caliphs kaam tar kahta hazrat ali pehli caliph kahtain,2
shia islam dusman,2
shia islam dusman,2
molvi islam intasar pelatay,2
molvi islam baarbad rahay,2
islam barbadi waja molvi,2
molvi waja islam taraqi,2
saab molvi maar daro,2
saab molvi qatal,2
saab molvi jala,2
purane waqto shia hazrat ali khuda kahte ty,2
shia jahil qoomo,2
shia jahil qoom,2
hindu milay un maar daro,2
hindu chotay hindu muwasry dubata,2
hindu choti zaat hindu kaam tar mante,2
hindu nazar aye maar,2
hindu nazar aye qatal,2
hindu nazar aye jala,2
qadyani islam kharaj,2
hindu milay un qatal kal daro,2
muslaman mulko insaaf milta,2
hindu milay un jala daro,2
islam insaaf,2
hindu mazhab bhut zaida khuda hud insaan khuda shikal banata andar aqal loog kabi khuda bana sakte bilke khuda banata,2
nara awam da hindu haramda,2
islam insaf,2
islam sirf jang sakti,2
isreal yahoodi palestine pani diye yahoodi saab begairat yahoodi maar,2
muslaman mulk ehsaiyat haquq pamal hotain,2
america muslmano py bapandi hoi,2
america muslaman mulk libya dehsat gardi name muslamo qatal kiya,2
isis muslamano jamat ju duniya dehsat kardi majati,2
isis muslamano jamat ju jahad name py duniya dehsat gardi majati,2
america muslamno nafrat karta,2
america dehsat gardi name muslamano hamla kartain,2
america dehsat gardi name aqwam madhida muslmano pabandi lagwata,2
ehsaiyar qoom saab bad tareen qoom,2
suni shia sath jang kartain,2
suni shia waja muslaman mulk apas nafrat raqtain,2
saab shia mulk jala daro,2
qadyani muslamano jar garh fitna pelata,2
ehsai hazrat isah khuda maan muslamano deen tuheen kartain,2
nara awam da ehsaiyat haram da,2
ehsai hazray saw akhri nabi manta jiss waja muslamano ehsaiyat darmian intasar bharta,2
hindu chotay hindu maal khata,2
ehsai loog dusre maal khatain dusre mazhab logon galiyain detain,2
ehsai log jina adi,2
saab catholic maar jana jahiye,2
catholics intasar pelaty,2
catholics sirf jang karna jantain,2
dou bandi saab ghatiya firqa,2
saab muslamano khatam jana jahiye,2
muslaman sab zaida kam tor,2
muslaman aurtain py zulm katain,2
muslamano bhut firqain ju bhut ghatiya ghaleez,2
muslaman jahad name py dehsat gardi pelatain,2
muslaman duniya sakoon kharab karna jahtain,2
yahodi duniya sakoon kharab karna jahtain,2
hindu duniya sakoon kharab karna jahtain,2
ehsaiyat duniya sakoon kharab karna jahtain,2
budh duniya sakoon kharab karna jahtain,2
sikh duniya sakoon kharab karna jahtain,2
budh parast duniya sakoon kharab karna jahtain,2
saab muslamano khatam jana jahiye,2
saab hindu khatam jana jahiye,2
saab yahoodi khatam jana jahiye,2
saab ehsai khatam jana jahiye,2
saab sihk khatam jana jahiye,2
saab budh parast khatam jana jahiye,2
saab budh khatam jana jahiye,2
saab mazhab khatam jana jahiye,2
saab mulhid khatam jana jahiye,2
mulhid insano saab ghatiya nasal,2
muslaman insano saab ghatiya nasal,2
hindu insano saab ghatiya nasal,2
ehsaiyat insano saab ghatiya nasal,2
yahud insano saab ghatiya nasal,2
sikh insano saab ghatiya nasal,2
budh parast insano saab ghatiya nasal,2
budh insano saab ghatiya nasal,2
hindu nejli zaat py zulm karta,2
hindu intasar pelatain,2
hindu jala dena jahiye,2
hindu mahvari duran kesi aurat buwarchi khany janat detay,2
hindu mahvari duran aurtain pak mahsos karwatain,2
hindu rango faraq kartain,2
mulk 30 fisad muslaman houn mulk hatre,2
kesi mulk 30 fisad zaida muslaman jain aman sakta,2
mein sufaid kachre ghira mujhay sufaid faam logon nafrat,4
ap nasal parast ap kale logon nafrat kyu jild rang logo faisla karna ghalat bat,4
bilkul mujhay siyah faam logon ham jins parast logon un logon inhe pasand sab nafrat kyunky ham jins parast,4
ughhh abi neend arhi haimeri neend kaafi dafa kaalo wja kharab hochuki jinhy janta isi lye kaale logo nafrat karta,4
tyna boht a6i madadgar kutiya lkn nakhra dikhati lye mujhy kali orty psnd,4
dubara bolne sufaid faam logo nafrat karta nasal parast khud charwahay kehty,4
mujhy abi sufaid faam logon nafrat,4
bhaarh jao sufaid logon,4
mujhy kaale psnd police aam kaale a6y log,4
kaale log tv pr bure lagte mujhy,4
un sufaid logon nafrat krta hip hop pr nachte gande ishare signs samajhty boht ache cool lag rahe halanke boht sharmanaak,4
mujhy kaaly logon nafrat,4
sufaid faam logon nafrat nasal kushi ghulami ane waja,4
siyah faam hukamrano leaders siyaah faamo sth laatiniyon dhalna shuru krdya,4
laatini kaalo nafrat krty kaaly latiniyon,4
aapko khush mizaj lgta hunga lkn mjy kaaly logon nafrat,4
siyaah faam khawateen siyaah fam mardon zyada siyah fam khawateen nfrt krti,4
ughh mujy sufad fam logon nfrt khas tor nashy hote kyuke hmesha nasal parastana baat dete hme blkl psnd ati,4
mujy kalo lye nfrt chura lete chahy paise hon kprhy hon sharaab,4
mjy kalon bht nfrt,4
brown kid mjy sufaid bacho nfrt,4
mjy sufaid logon nfrt kaaly logo hm nsal prston pyar krta,4
khilaaf bat krna mshkl kyuke mjy sufaid faamo bachy psnd sary bachy kaaly faam kyu hoty kaly dilkash hoty,4
mjy sufaid ort driver psnd,4
mjy kale logon nfrt,4
tm khush hojaogy agr kahe mjy kalon nfrt,4
agr tm kale tm sufaid nfrt kroge,4
mri shirt khn jis pr lkha mjy sufed logo nfrt,4
mri ghr wali bta dia kalo nfrt krta srf sufaid logo psnd krta,4
